SMA,SMA_b,WMA_b,STCK_b,MOM_b,LWR_b,ADO_b,CCI_b
2381.0,1,1,0,1,1,1,0
2408.8,1,1,0,1,1,1,0
2422.7,1,1,1,1,0,0,0
2451.1,1,1,0,1,1,1,0
2477.3,1,1,1,1,0,0,0
2510.7,1,1,1,1,0,0,1
2561.1,1,1,1,1,0,1,1
2612.3,1,1,0,1,1,0,0
2670.7,1,1,0,1,1,1,0
2719.4,1,1,1,1,0,0,0
2770.9,1,1,0,1,1,0,0
2827.2,1,1,0,1,1,1,0
2909.7,1,1,1,1,0,1,0
2998.6,1,1,0,1,1,1,0
3109.5,1,1,0,1,1,0,0
3234.1,1,1,0,1,1,1,0
3344.4,1,1,0,1,1,1,0
3424.0,1,1,0,1,1,0,0
3483.5,1,1,0,1,1,1,0
3525.0,1,1,0,1,1,0,0
3538.0,1,1,0,1,1,0,0
3531.3,1,1,0,0,1,1,0
3500.7,1,1,1,0,0,0,1
3466.1,1,1,0,0,1,1,1
3410.1,0,1,0,0,1,1,0
3325.5,0,1,0,0,1,0,0
3231.2,0,0,1,0,0,0,1
3168.1,0,0,1,0,0,0,1
3125.8,0,0,0,0,1,1,0
3087.3,0,0,1,0,0,0,0
3059.7,0,0,1,0,0,1,1
3038.8,0,0,1,0,0,0,1
3039.0,0,0,0,0,1,1,0
3019.6,0,0,1,0,0,0,1
3018.9,0,0,0,0,1,1,1
3028.1,0,0,1,1,0,0,1
3054.2,0,0,0,1,1,1,0
3054.4,0,0,0,0,1,0,1
3029.9,0,0,0,0,1,0,1
3015.3,0,0,1,0,0,0,1
3016.2,0,1,1,1,0,1,1
3020.4,0,1,0,0,1,1,0
3008.7,0,0,0,0,1,1,0
2991.9,0,0,0,0,1,0,1
2960.1,0,0,1,0,0,0,1
2945.6,0,0,1,0,0,1,1
2926.1,0,0,0,0,1,0,0
2913.7,0,0,0,0,1,0,0
2910.4,0,0,1,1,0,0,1
2922.9,0,0,1,1,0,1,1
2935.8,0,0,1,1,0,1,0
2958.2,1,0,0,1,1,0,0
3001.5,1,0,0,1,1,0,0
3072.7,1,1,0,1,1,1,0
3137.1,1,1,1,1,0,0,0
3204.1,1,1,0,1,1,1,0
3268.4,1,1,0,1,1,1,0
3329.7,1,1,1,1,0,0,1
3403.0,1,1,1,1,0,0,1
3480.3,1,1,1,1,0,1,1
3559.4,1,1,1,1,0,1,0
3634.8,1,1,1,1,0,0,0
3713.1,1,1,0,1,1,0,0
3799.3,1,1,0,1,1,1,0
3896.6,1,1,0,1,1,1,0
3963.8,1,1,1,1,0,0,1
4049.5,1,1,0,1,1,1,0
4141.2,1,1,0,1,1,1,0
4205.4,1,1,0,1,1,0,0
4239.1,1,1,1,1,0,0,0
4264.3,1,1,1,1,0,1,1
4286.0,1,1,0,1,1,1,0
4277.8,1,1,1,0,0,0,1
4252.2,1,1,0,0,1,1,0
4219.4,1,1,1,0,0,0,1
4220.9,1,1,0,0,1,0,0
4184.8,0,1,0,0,1,0,0
4143.1,0,0,1,0,0,0,1
4119.2,0,0,1,0,0,0,1
4101.1,0,0,1,0,0,0,1
4085.0,0,0,1,1,0,0,1
4080.9,0,0,1,1,0,1,1
4103.1,0,0,1,1,0,0,0
4139.8,0,0,0,1,1,0,0
4202.6,1,0,1,1,0,1,0
4264.7,1,0,0,1,1,1,0
4329.1,1,1,0,1,1,0,0
4384.8,1,1,1,1,0,0,0
4440.1,1,1,1,1,0,0,1
4518.8,1,1,1,1,0,1,1
4602.6,1,1,1,1,0,1,1
4672.9,1,1,1,1,0,0,0
4726.2,1,1,1,1,0,0,1
4773.7,1,1,0,1,1,1,0
4786.6,1,1,0,1,1,0,0
4774.2,1,1,1,0,0,1,1
4792.5,1,1,0,1,1,1,0
4810.5,1,1,0,1,1,0,0
4826.8,1,1,0,1,1,1,0
4826.9,1,1,0,0,1,1,0
4802.1,1,1,0,0,1,0,0
4762.5,0,1,1,0,0,0,1
4746.5,0,1,1,0,0,1,1
4731.0,0,0,0,0,1,1,1
4726.6,0,0,1,0,0,0,1
4730.5,0,0,0,1,1,1,0
4719.3,0,0,1,1,0,0,1
4740.6,0,0,1,1,0,0,0
4781.2,1,0,0,1,1,0,0
4848.0,1,0,0,1,1,0,0
4953.3,1,1,1,1,0,1,0
5090.6,1,1,0,1,1,1,0
5220.0,1,1,0,1,1,1,0
5307.5,1,1,1,1,0,0,0
5411.4,1,1,1,1,0,0,1
5542.4,1,1,0,1,1,0,1
5690.2,1,1,0,1,1,1,0
5795.8,1,1,0,1,1,1,0
5854.7,1,1,0,1,1,0,0
5864.3,1,1,0,0,1,1,1
5820.6,1,1,1,0,0,0,1
5747.2,1,1,1,0,0,1,1
5643.6,1,1,0,0,1,1,1
5549.9,0,1,1,0,0,0,1
5467.4,0,1,1,0,0,1,1
5371.1,0,0,1,0,0,1,1
5282.5,0,0,1,0,0,0,1
5243.7,0,0,1,0,0,1,1
5253.7,0,0,1,1,0,1,0
5304.8,0,0,0,1,1,0,0
5409.4,0,0,1,1,0,1,0
5535.9,1,0,1,1,0,0,1
5710.1,1,0,0,1,1,1,1
5921.4,1,1,0,1,1,0,0
6139.3,1,1,1,1,0,1,1
6349.8,1,1,1,1,0,0,0
6564.4,1,1,0,1,1,1,0
6732.7,1,1,0,1,1,0,0
6853.3,1,1,1,1,0,0,1
6987.7,1,1,1,1,0,1,1
7119.5,1,1,0,1,1,0,0
7265.5,1,1,1,1,0,1,1
7390.4,1,1,1,1,0,0,0
7537.2,1,1,0,1,1,0,0
7696.0,1,1,0,1,1,0,0
7890.7,1,1,0,1,1,0,0
8099.1,1,1,1,1,0,1,0
8370.9,1,1,1,1,0,0,1
8720.0,1,1,0,1,1,0,0
9070.1,1,1,0,1,1,0,0
9410.5,1,1,1,1,0,0,1
9827.9,1,1,0,1,1,1,0
10200.1,1,1,0,1,1,1,0
10483.2,1,1,1,1,0,0,1
10777.4,1,1,1,1,0,1,1
11069.4,1,1,0,1,1,1,0
11276.9,1,1,0,1,1,0,0
11416.8,1,1,0,1,1,1,0
11456.6,1,1,0,0,1,1,0
11412.7,1,1,1,0,0,1,1
11304.5,1,1,1,0,0,0,1
11135.7,1,1,1,0,0,0,1
11051.4,0,1,1,0,0,1,1
11067.5,0,1,0,0,1,1,1
11005.7,0,0,0,0,1,1,0
10849.7,0,0,0,0,1,0,0
10721.2,0,0,1,0,0,0,1
10672.8,0,0,1,0,0,1,1
10688.1,0,0,1,1,0,0,1
10806.1,0,0,1,1,0,0,0
11031.3,1,0,0,1,1,0,0
11270.7,1,1,0,1,1,0,0
11523.8,1,1,0,1,1,0,0
11773.6,1,1,1,1,0,1,0
12096.7,1,1,1,1,0,0,0
12526.7,1,1,1,1,0,0,1
13048.6,1,1,0,1,1,1,0
13593.0,1,1,0,1,1,1,0
14066.8,1,1,0,1,1,0,0
14479.5,1,1,0,1,1,1,0
14761.9,1,1,1,1,0,0,0
15034.7,1,1,1,1,0,1,1
15271.8,1,1,0,1,1,1,0
15395.2,1,1,1,1,0,0,1
15531.3,1,1,0,1,1,1,0
15570.0,1,1,0,0,1,1,1
15465.0,1,1,1,0,0,0,1
15355.0,1,1,1,0,0,0,1
15378.0,1,1,0,1,1,0,0
15462.0,1,1,1,1,0,1,0
15682.0,1,1,0,1,1,1,0
15928.0,1,1,0,1,1,0,0
16219.0,1,1,0,1,1,1,0
16500.0,1,1,0,1,1,1,0
16637.0,1,1,1,1,0,0,1
16900.0,1,1,0,1,1,1,0
17165.0,1,1,0,1,1,1,0
17280.0,1,1,0,1,1,0,0
17253.0,1,1,1,1,0,0,1
17251.0,1,1,1,1,0,1,1
17252.0,1,1,1,1,0,1,1
17234.0,1,1,0,0,1,1,0
17058.0,1,1,0,0,1,1,0
16875.0,0,1,1,0,0,0,1
16842.0,0,0,1,1,0,0,1
16806.0,0,0,1,1,0,1,1
16916.0,0,0,1,1,0,0,0
17198.0,1,0,0,1,1,1,0
17638.0,1,1,1,1,0,0,0
18102.0,1,1,0,1,1,0,0
18583.0,1,1,0,1,1,1,0
18967.0,1,1,1,1,0,0,0
19543.0,1,1,0,1,1,1,0
20227.0,1,1,0,1,1,1,0
20733.0,1,1,0,1,1,0,0
21052.0,1,1,1,1,0,0,0
21342.0,1,1,1,1,0,1,1
21613.0,1,1,0,1,1,1,0
21694.0,1,1,0,0,1,0,1
21571.0,1,1,0,0,1,0,1
21293.0,1,1,1,0,0,0,1
21088.0,1,1,0,0,1,1,0
20679.0,0,1,0,0,1,0,0
20162.0,0,0,1,0,0,1,0
19668.0,0,0,1,0,0,0,1
19198.0,0,0,1,0,0,0,1
18740.0,0,0,1,0,0,0,1
18293.0,0,0,1,0,0,0,1
17933.0,0,0,0,0,1,1,0
17628.0,0,0,0,0,1,1,0
17311.0,0,0,1,0,0,0,0
16975.0,0,0,0,0,1,1,0
16674.0,0,0,0,0,1,0,0
16443.0,0,0,1,0,0,0,1
16296.0,0,0,0,0,1,1,1
16158.0,0,0,1,0,0,0,1
15981.0,0,0,0,0,1,1,1
14751.0,0,0,1,0,0,1,1
13524.0,0,0,1,0,0,0,1
12369.0,0,0,1,0,0,0,1
11323.0,0,0,1,0,0,1,1
10287.0,0,0,0,0,1,1,1
9295.0,0,0,1,0,0,0,1
8320.0,0,0,0,0,1,0,0
7326.0,0,0,1,0,0,1,1
6384.0,0,0,1,0,0,0,1
5440.0,0,0,1,0,0,1,1
5453.0,0,0,1,1,0,0,1
5499.0,0,0,1,1,0,1,1
5537.0,0,0,1,1,0,0,1
